"x_1,0";"1"
"x_1,1";"1"
"x_1,2";"1"
"x_1,3";"1"
"x_1,4";"1"
"x_1,5";"1"
"x_1,6";"1"
"x_1,7";"1"
"x_1,8";"1"
"x_1,9";"1"
"x_1,10";"1"
"x_1,11";"1"
"x_1,12";"1"
"x_1,13";"1"
"x_1,14";"1"
"x_1,15";"1"
"x_1,16";"1"
"x_1,17";"1"
"x_1,18";"1"
"x_1,19";"1"
"x_2,20";"1"
"x_2,21";"1"
"x_2,22";"1"
"x_2,23";"1"
"x_2,24";"1"
"x_2,25";"1"
"x_2,26";"1"
"x_2,27";"1"
"x_2,28";"1"
"x_2,29";"1"
"x_2,30";"1"
"x_2,31";"1"
"x_2,32";"1"
"x_2,33";"1"
"x_2,34";"1"
"x_2,35";"1"
"x_2,36";"1"
"x_2,37";"1"
"x_2,38";"1"
"x_2,39";"1"
"x_3,40";"1"
"x_3,41";"1"
"x_3,42";"1"
"x_3,43";"1"
"x_3,44";"1"
"x_3,45";"1"
"x_3,46";"1"
"x_3,47";"1"
"x_3,48";"1"
"x_3,49";"1"
"x_3,50";"1"
"x_3,51";"1"
"x_3,52";"1"
"x_3,53";"1"
"x_3,54";"1"
"x_3,55";"1"
"x_3,56";"1"
"x_3,57";"1"
"x_3,58";"1"
"x_3,59";"1"
"x_4,60";"1"
"x_4,61";"1"
"x_4,62";"1"
"x_4,63";"1"
"x_4,64";"1"
"x_4,65";"1"
"x_4,66";"1"
"x_4,67";"1"
"x_4,68";"1"
"x_4,69";"1"
"x_4,70";"1"
"x_4,71";"1"
"x_4,72";"1"
"x_4,73";"1"
"x_4,74";"1"
"x_4,75";"1"
"x_4,76";"1"
"x_4,77";"1"
"x_4,78";"1"
"x_4,79";"1"
"x_5,80";"1"
"x_5,81";"1"
"x_5,82";"1"
"x_5,83";"1"
"x_5,84";"1"
"x_5,85";"1"
"x_5,86";"1"
"x_5,87";"1"
"x_5,88";"1"
"x_5,89";"1"
"x_5,90";"1"
"x_5,91";"1"
"x_5,92";"1"
"x_5,93";"1"
"x_5,94";"1"
"x_5,95";"1"
"x_5,96";"1"
"x_5,97";"1"
"x_5,98";"1"
"x_5,99";"1"
"x_6,100";"1"
"x_6,101";"1"
"x_6,102";"1"
"x_6,103";"1"
"x_6,104";"1"
"x_6,105";"1"
"x_6,106";"1"
"x_6,107";"1"
"x_6,108";"1"
"x_6,109";"1"
"x_6,110";"1"
"x_6,111";"1"
"x_6,112";"1"
"x_6,113";"1"
"x_6,114";"1"
"x_6,115";"1"
"x_6,116";"1"
"x_6,117";"1"
"x_6,118";"1"
"x_6,119";"1"
"x_7,120";"1"
"x_7,121";"1"
"x_7,122";"1"
"x_7,123";"1"
"x_7,124";"1"
"x_7,125";"1"
"x_7,126";"1"
"x_7,127";"1"
"x_7,128";"1"
"x_7,129";"1"
"x_7,130";"1"
"x_7,131";"1"
"x_7,132";"1"
"x_7,133";"1"
"x_7,134";"1"
"x_7,135";"1"
"x_7,136";"1"
"x_7,137";"1"
"x_7,138";"1"
"x_7,139";"1"
"x_8,140";"1"
"x_8,141";"1"
"x_8,142";"1"
"x_8,143";"1"
"x_8,144";"1"
"x_8,145";"1"
"x_8,146";"1"
"x_8,147";"1"
"x_8,148";"1"
"x_8,149";"1"
"x_8,150";"1"
"x_8,151";"1"
"x_8,152";"1"
"x_8,153";"1"
"x_8,154";"1"
"x_8,155";"1"
"x_8,156";"1"
"x_8,157";"1"
"x_8,158";"1"
"x_8,159";"1"
"x_9,160";"1"
"x_9,161";"1"
"x_9,162";"1"
"x_9,163";"1"
"x_9,164";"1"
"x_9,165";"1"
"x_9,166";"1"
"x_9,167";"1"
"x_9,168";"1"
"x_9,169";"1"
"x_9,170";"1"
"x_9,171";"1"
"x_9,172";"1"
"x_9,173";"1"
"x_9,174";"1"
"x_9,175";"1"
"x_9,176";"1"
"x_9,177";"1"
"x_9,178";"1"
"x_9,179";"1"
"x_10,180";"1"
"x_10,181";"1"
"x_10,182";"1"
"x_10,183";"1"
"x_10,184";"1"
"x_10,185";"1"
"x_10,186";"1"
"x_10,187";"1"
"x_10,188";"1"
"x_10,189";"1"
"x_10,190";"1"
"x_10,191";"1"
"x_10,192";"1"
"x_10,193";"1"
"x_10,194";"1"
"x_10,195";"1"
"x_10,196";"1"
"x_10,197";"1"
